X,Y
0.6047308971664034,5.995909509447951
0.7359025533499075,7.394708030157649
1.7710660745520326,8.455218562461805
0.40776496473614054,6.71186513328841
0.9820120000615782,6.099178754576403
0.7063488416514265,6.449846304534176
1.0737163743339941,7.400068587470731
1.857196346563595,9.762154551703194
1.2786262381345523,8.337576794209404
0.42279489035539086,5.790850717685906
1.8362211364801764,9.834333794487165
1.8646950682956802,8.515786667862542
1.7983464283783068,9.537667062808165
0.5619949716139543,4.586622447793626
0.1243022089055188,4.8238398972059935
1.185963047400013,7.062401456407564
1.4838280299345983,7.880339688630579
0.1720599462380743,2.788323876441911
0.522910566672045,6.19011521706012
0.7791754810091986,6.643629355035098
1.6638988924358138,8.609408794973975
1.0047899073285589,6.5586550307863245
1.2834276488517908,6.694279419654006
0.9339334699427904,5.360486266910459
0.4458063685298148,5.003607328736875
0.2585524756075379,3.242114182906773
1.4263259606884966,6.739140429165006
1.4270736129008514,8.160810213762295
1.7032472218070847,8.20586067797845
0.01756170809499058,4.538387737470384
0.5789557585124865,6.44856841446258
1.231234108998823,6.821406027709446
0.26553200940001864,4.777991675744972
1.5499665543439414,8.639202719837396
1.0028571968110649,7.928116409122635
1.1355240277934335,7.028916194869186
1.8270253746051006,8.801347711932511
1.1480977685169738,5.040957870586395
0.6236047611001465,8.58008422783989
1.690173453148362,9.069547572942875
1.3017955221528013,8.987436981797263
1.90771083252841,10.322154831515387
1.9613992269229121,9.241467213952184
1.7419763304190208,8.62774558020169
1.342561786028856,7.248518948771107
0.18901251710310452,5.640576325293107
1.9777067937612736,9.92029029258896
1.71058425820085,8.245227922707597
1.9781289512766038,9.5997037504187
1.4555404969211914,9.754200475468076
0.3423495110955057,5.716697813572635
1.674311004761755,8.787443297664286
1.468219185042903,10.945552317669344
1.8836266777649084,9.726207048197617
1.9842011547218907,9.416097434764996
0.9692482512676681,6.638960513114852
1.44054140708665,8.601056438542575
1.220819007990977,6.517001205500698
0.1125372474574855,4.102744391939414
1.0957711533600512,6.047907454281179
1.2258058825909084,7.790668237756453
0.8415008894404477,5.2153299595874625
1.9753812898687948,11.537705183816598
1.4055446041649182,8.832455005876067
0.8609880885270453,6.16566050513291
1.4957895093979392,7.4721558721399255
1.9911775787859307,9.70618270233631
1.142829350033479,8.875946285828007
1.991391679436402,10.847310425811786
0.6430831074457435,8.242554823033572
1.3532628205656851,6.821330802343676
1.4529873251569583,7.497972824032606
0.0029311931437892014,2.2953362034003795
1.6485504416568297,9.201082576478958
0.2219045814596603,3.8137362069010536
0.8113834853004316,7.168909771389956
0.3092645558924323,5.62297761728937
1.6582091916265882,5.478168718780649
0.496265698605034,5.125938333881296
0.16238023055866102,3.678818211404195
1.904960430456064,10.144913017787491
1.5458395771071254,8.299834268481103
1.4089998833363488,7.872134732661407
1.2987935976051792,8.543521987223512
1.9339772081906859,9.274893212555632
0.060799086216483555,4.402982049865681
1.6136802936294996,10.252128534155682
1.7335375394699222,9.544729413779892
0.8012807305648906,7.7391269462163645
1.3331332357837187,6.947426536055967
1.1673052369500354,8.73437399250125
1.1649286114864532,8.093441188340739
0.6222628623815116,5.910148981738836
1.9118949500788542,9.345267176045903
0.962762881697719,5.506500606483138
1.540449544000698,8.127563352600752
0.7583473537828707,7.887702260860145
0.8987874958467712,6.709275443840495
1.8638949623734533,10.374338601528297
0.6218820923046808,4.578508788356727
