feature1,feature2,feature3,feature4,feature5,feature6,target
-2.538723645210782,0.36944015257362617,0.58806872698985,1.4054554342770087,0.48228754861276874,0.05743664330870063,-21.262812194969896
-0.9869824114392046,-0.5853736688347766,-1.4566907329786425,-0.02117806639471753,-0.49916005084571174,-1.8618561606840995,-296.3282541798223
-0.3839242186384448,-1.6292804388931161,-0.2903556833937969,-3.3854839315797367,-0.0336439468327521,-2.236947012916722,-373.5293411764588
2.255200221837653,0.2576984857432049,0.9611478557889522,-0.6883472007927889,0.43973368848526667,-0.26189542412165645,137.85224244676414
-0.6831647912879021,-0.6745803518043357,0.734265633317763,0.2264820532507704,-0.883617392851065,-0.39262587338969585,-129.05118965518707
-1.3327488661587656,0.46884898597048275,-0.9050021220865121,-0.4818907735011286,-0.9780141447381858,1.1546573130806221,-26.16691933373097
0.4014966790366455,-0.7186122012488949,0.5266764466128313,-0.240370736770444,0.0566443461421457,1.2709995368551914,142.1662065653388
0.07126396484452929,1.5890881839005004,0.49537144585691045,0.9721899162007172,-0.68515152100858,1.3234912123858804,157.3245856554406
0.3014803792135946,-0.40522697094663157,-1.2612492855746622,-1.797576062968858,1.7037386270883583,0.8364598823057248,2.9014227330101647
1.5067360892335593,-0.4151067058701915,0.7033633316732771,0.05253453061041543,0.37742836554368364,0.28379788950971757,178.89664991690728
-0.9047624667673727,-0.2271205016727658,1.9085329483076767,1.8603493625794996,0.033129689305810325,1.19331953314952,180.48001885798442
0.013800567445097611,1.1934321128223941,-0.6223047411824827,0.013079223056254242,1.6788255250354605,-2.509727867082657,-122.78687039896691
-2.030372148676719,1.1090996931707413,-1.6586138231817946,-1.2356084320003666,1.285496907274165,-1.7477848527540505,-204.88501059173296
-0.9558407901591248,-0.18515597261407024,-0.6018151134052638,-0.49567230066324,0.9792123285723603,-0.29851641216456193,-62.967442120908565
-0.02632563069931577,0.8997078774656299,-1.357696824976915,1.9285956938042197,0.603369154212758,0.18476853754058783,47.71327023795252
-0.10454360037336025,0.7339367755859594,-0.49989402952484113,1.6377814683084149,1.3368321300019135,-0.6649294426657255,164.40290152711063
-0.11547086132066813,-1.6530331378427607,-1.3122316718821463,-1.8318864829184986,-0.5019068305971492,1.5994055520508041,-15.005050580339603
0.14406699166905518,-2.5842644257882013,-0.15690124515632867,0.6659846690675433,0.29629826711178414,0.41195797945284,33.49631396454616
-0.5342298950077969,0.45283813706204246,0.21921696420280287,-0.1546656466551551,-0.20213158383972804,-0.23788052127327056,-149.92406407310105
1.1739039861282619,1.5234902035473012,-2.434939816467097,-0.6646869228983159,0.04463755693476127,0.3992738051182756,21.223699558977266
0.19690079361139737,0.07461597253437467,-1.136296685492194,-1.3053804486894587,0.3546157345578349,0.2459212436702109,6.018617733465685
0.4151452962672282,0.09417071517012562,1.5689701207051252,-1.3860120087927015,1.6978799650954548,-0.6669958942141965,107.55402601795112
-0.8746103215702749,0.20338925370176827,-2.1638798623783573,-0.27632660988792085,-0.20920546277905225,0.6262903533914653,-115.12710483519919
-0.19029342865334758,-1.0524178307312984,-0.4073315627092937,-0.8024980515992993,0.2219011236786089,0.4635357712259185,-17.064021730159432
-0.9835153544953033,1.1875113598938491,-0.13439989536905045,-0.8642694705807829,-0.37975850897834007,-0.9230612977752939,-158.92636290620476
-0.8000471116292724,1.5533387114487804,0.1599700419796322,0.6395025335344348,-0.04012913225587068,0.5246689873361098,152.41446021564894
-0.5806739209939332,-0.2726124901485187,-0.6602675250748721,-1.6272873235531757,-1.4183907138727574,0.9336115848320681,-72.97227050629576
-0.08050978187478519,-0.36173309320616653,1.4317896298501038,-0.3863412863601446,1.5746857844213236,-1.5223603483370618,-5.797931981962394
1.1655986529320548,-0.05581519361438037,0.960222767281999,-0.8577870866393602,3.07758714983281,0.4957354738527987,272.3516208387471
-0.8189421450715404,0.13015059195158896,0.3092228056510534,0.05645794855974264,1.2372034706261983,0.2707204935612105,124.88752014678123
1.1154671565804073,0.4716738390803896,0.8095455521346067,-0.21254566846363313,1.02638402470585,0.9908189187162773,225.40877546332302
0.4739650051308008,0.3896167553483302,0.5941492619671782,-0.503610124116955,0.9366871730334028,-0.8488096105241661,97.7243858017344
